Data incidente,Latitudine,Longitudine,Centro abitato,Tipo di strada,Caratteristiche della strada,Stato fondo stradale,Tipo pavimentazione,Condizioni meteo,Condizioni traffico,Danni a cose,Incidente con lesioni,Inviata ore,Sul posto ore
20/07/2023,41.09553,16.95583,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,16:50,17:00
20/07/2023,41.13424,16.8185,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,17:40,17:50
20/07/2023,41.12343,16.80226,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,18:30,18:40
20/07/2023,41.11767,16.87438,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,19:20,19:50
20/07/2023,41.1228,16.87235,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,00:00,00:00
21/07/2023,41.08587,16.85221,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Scarso,no,si,06:00,06:05
21/07/2023,41.08524,16.99892,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,11:15,11:30
21/07/2023,41.11819,16.85285,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,10:00,10:10
21/07/2023,41.09308,16.86621,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,15:15,15:25
21/07/2023,41.11294781,16.87395865,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,17:40,18:00
21/07/2023,41.12403,16.82919,no,Altra strada,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,18:00,18:20
21/07/2023,41.12568,16.86407,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,18:05,18:30
21/07/2023,41.12273,16.85195,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,18:45,18:50
21/07/2023,41.08519,16.84826,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,si,si,21:40,21:50
22/07/2023,41.0927353,16.8702656,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:00,00:00
22/07/2023,41.15204,16.77085,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,08:00,08:20
22/07/2023,41.13192,16.84434,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,08:23,08:40
22/07/2023,41.10808,16.85927,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,09:15,09:20
22/07/2023,41.11056875,16.86908181,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:35,17:40
22/07/2023,41.09643,16.96565,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,18:50,19:00
22/07/2023,41.107,16.82063,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,19:20,19:40
22/07/2023,41.12123597,16.85668545,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,20:15,20:40
22/07/2023,41.11596997,16.87614286,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,22:10,22:20
23/07/2023,41.12017,16.88616,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,00:55,01:00
23/07/2023,41.10487,16.85981,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,02:10,02:20
23/07/2023,41.12199,16.8643,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,02:10,02:15
23/07/2023,41.10998,16.89041,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,no,10:30,10:40
23/07/2023,41.11343,16.9116,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,11:25,11:30
23/07/2023,41.15862,16.76238,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,12:40,12:45
23/07/2023,41.10698,16.82107,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,14:28,14:33
23/07/2023,41.1250628,16.8241751,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,21:35,21:47
24/07/2023,41.1015,16.85932,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,si,si,00:45,00:50
24/07/2023,41.13419,16.82575,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,08:15,08:20
24/07/2023,41.10724386,16.86221382,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,08:35,08:45
24/07/2023,41.11685,16.81435,no,Comunale extraurbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,09:00,10:00
24/07/2023,41.1207654,16.8844113,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,11:25,11:35
24/07/2023,41.118,16.8577,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,12:10,12:20
24/07/2023,41.12082,16.86006,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,14:15,14:30
24/07/2023,41.09217,16.87019,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,14:25,14:40
24/07/2023,41.10517,16.85024,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,16:15,16:30
24/07/2023,41.15003,16.76643,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,17:40,17:50
24/07/2023,41.11855,16.8698,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,no,18:00,18:18
24/07/2023,41.12231,16.86321,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,18:25,18:30
24/07/2023,41.16573,16.74849,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,18:50,19:10
24/07/2023,41.11831,16.8652,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,19:45,20:00
24/07/2023,41.1007,16.85648,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,19:55,20:15
24/07/2023,41.10712,16.87285,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,20:15,20:25
24/07/2023,41.1254877,16.87205424,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:20,00:40
25/07/2023,41.09466,16.95722,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,01:47,02:00
25/07/2023,41.10607,16.91646,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,09:10,09:25
25/07/2023,41.16028,16.76705,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
25/07/2023,41.10673,16.91492,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,00:00,00:00
25/07/2023,41.12316,16.87261,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,13:45,14:00
25/07/2023,41.13403,16.8311,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,16:30,16:35
25/07/2023,41.1224197,16.8782138,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,17:35,17:45
25/07/2023,41.12767,16.84011,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,18:10,18:30
26/07/2023,41.0600142,16.8694838,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:25,00:35
26/07/2023,41.11009,16.86231,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,10:30,10:40
26/07/2023,41.12916,16.85181,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,10:10,10:15
26/07/2023,41.1092,16.89262,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,10:20,10:30
26/07/2023,41.10461,16.88029,si,Strada Urbana,Pendenza,Asciutto,Asfaltata,Sereno,Scarso,no,no,11:20,11:30
26/07/2023,41.16426,16.74261,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
26/07/2023,41.09007,16.85713,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,17:00,17:10
26/07/2023,41.09626,16.89977,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,17:20,17:25
26/07/2023,41.09026,16.85494,si,Statale entro l'abitato,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,17:20,17:25
26/07/2023,41.134,16.84434,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,17:55,18:00
26/07/2023,41.10896,16.85602,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,20:20,20:26
26/07/2023,41.08096419,16.86933518,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,20:40,20:55
27/07/2023,41.11743,16.87548,si,Strada Urbana,Intersezione stradale segnalata,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,00:20,00:30
27/07/2023,41.0729078,16.8711467,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,09:45,09:55
27/07/2023,41.12491,16.87422,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:00,00:00
27/07/2023,41.1011225,16.8646405,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,15:55,16:05
27/07/2023,41.1311,16.7723,si,Provinciale entro l'abitato,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
27/07/2023,41.10881283,16.84256033,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,16:00,16:15
27/07/2023,41.12407,16.81369,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,16:25,16:40
27/07/2023,41.12095,16.87433,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
27/07/2023,41.10861,16.85987,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,18:10,18:20
27/07/2023,41.12242,16.87817,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,19:45,20:00
28/07/2023,41.10249,16.86488,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,01:30,02:00
28/07/2023,41.11023,16.85351,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,10:10,10:25
28/07/2023,41.08881,16.85022,si,Strada Urbana,Curva senza visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,12:10,12:20
28/07/2023,41.1023957,16.9464405,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,14:14,14:30
28/07/2023,41.11436,16.87944,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,16:15,16:35
28/07/2023,41.1125,16.83022,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,17:40,17:50
28/07/2023,41.12146,16.88212,si,Strada Urbana,Intersezione non regolata/non segnalata,Asciutto,Asfaltata,Sereno,Intenso,no,si,20:32,20:40
28/07/2023,41.12415,16.82719,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,22:00,22:25
28/07/2023,41.11945,16.86244,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,23:00,23:15
29/07/2023,41.11039,16.93011,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:00,00:00
29/07/2023,41.10597,16.86551,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,10:15,10:30
29/07/2023,41.12531,16.81521,no,Comunale extraurbana,Curva senza visuale libera,Asciutto,Asfaltata,Sereno,Scarso,no,si,11:10,11:20
29/07/2023,41.16211,16.75102,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
29/07/2023,41.1069,16.84711,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,18:10,18:25
29/07/2023,41.11998,16.8717,si,Strada Urbana,Intersezione non regolata/non segnalata,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
30/07/2023,41.08111,16.86346,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:20,00:30
30/07/2023,41.12151,16.86118,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,03:20,03:30
30/07/2023,41.12202,16.85197,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,06:40,06:50
30/07/2023,41.12163,16.85203,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,07:05,07:15
30/07/2023,41.13707,16.81536,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
30/07/2023,41.1292,16.83454,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,10:15,10:30
30/07/2023,41.12105,16.87069,si,Strada Urbana,Pianeggiante,Asciutto,Asfaltata,Sereno,Normale,no,no,12:50,13:00
30/07/2023,41.12246,16.87892,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:00,00:00
30/07/2023,41.12082,16.86006,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,14:56,15:02
31/07/2023,41.11055,16.87522,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:10,00:20
31/07/2023,41.12084,16.87257,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,02:30,02:40
31/07/2023,41.07994,16.86984,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,09:00,09:15
31/07/2023,41.10081,16.83419,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,13:30,13:45
31/07/2023,41.10818,16.82303,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,14:25,14:30
31/07/2023,41.13089,16.82891,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,17:10,17:45
31/07/2023,41.12538,16.85846,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
31/07/2023,41.08403,16.86501,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,18:40,18:50
31/07/2023,41.14693,16.75594,si,Strada Urbana,Curva senza visuale libera,Asciutto,Asfaltata,Sereno,Scarso,no,si,19:20,19:35
31/07/2023,41.10761,16.91242,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,19:20,19:30
31/07/2023,41.1238981,16.8670842,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,19:40,19:45
31/07/2023,41.10898,16.85578,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,20:15,20:30
31/07/2023,41.1235,16.86183,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,21:15,21:25
31/07/2023,41.1038498,16.8736009,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,21:30,21:40
01/08/2023,41.07426674,16.86412227,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,07:40,08:00
01/08/2023,41.11003,16.89024,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,si,00:00,00:00
01/08/2023,41.08962,16.8935,si,Statale entro l'abitato,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,08:30,08:45
01/08/2023,41.12839,16.86204,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
01/08/2023,41.11246,16.87368,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,11:30,11:39
01/08/2023,41.16033,16.76792,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,11:15,11:25
01/08/2023,41.12077,16.85904,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,12:00,12:30
01/08/2023,41.11761,16.89217,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,13:45,14:00
01/08/2023,41.11085,16.85094,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,14:45,14:55
01/08/2023,41.09453,16.83618,si,Statale entro l'abitato,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,19:00,19:10
01/08/2023,41.11345,16.91183,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,23:10,23:20
02/08/2023,41.09802069,16.85633496,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,01:00,01:10
02/08/2023,41.12578,16.86515,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,01:25,01:35
02/08/2023,41.11319,16.86462,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,15:00,15:10
02/08/2023,41.1171432,16.8718715,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,09:40,09:55
02/08/2023,41.1342,16.81858,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,10:30,10:50
02/08/2023,41.12757,16.84764,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,13:00,13:05
02/08/2023,41.08096,16.86935,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,14:05,14:15
02/08/2023,41.11714,16.87187,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,14:25,14:40
02/08/2023,41.11887,16.84372,si,Strada Urbana,Sottopasso illuminato,Asciutto,Asfaltata,Sereno,Normale,no,no,20:40,20:45
02/08/2023,41.08414,16.86502,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:55,18:15
02/08/2023,41.12524,16.85325,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,18:45,18:50
02/08/2023,41.09167,16.85039,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,23:00,23:07
02/08/2023,41.1256801,16.8665608,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:10,00:18
03/08/2023,41.07396,16.87137,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,01:00,01:20
03/08/2023,41.12692,16.8583,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,08:00,08:15
03/08/2023,41.0948,16.9768,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,08:35,08:40
03/08/2023,41.13453,16.77915,si,Strada Urbana,Rotatoria,Viscido da liquidi oleosi,Asfaltata,Sereno,Intenso,no,no,08:55,09:10
03/08/2023,41.12394,16.81402,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,si,11:30,11:40
03/08/2023,41.12876,16.86487,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,11:40,12:00
03/08/2023,41.1241,16.86984,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,si,no,12:20,12:30
03/08/2023,41.12083,16.80551,no,Comunale extraurbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,no,15:10,15:30
03/08/2023,41.15033,16.7655,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,17:00,17:10
03/08/2023,41.07059,16.87134,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:20,17:35
03/08/2023,41.12187,16.88078,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:45,18:00
03/08/2023,41.09253519,16.96157826,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,22:15,22:30
03/08/2023,41.11998,16.8717,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:00,00:00
04/08/2023,41.11194,16.82912,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,05:02,20:59
04/08/2023,41.10296,16.81011,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,07:00,07:10
04/08/2023,41.10439,16.81596,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,09:20,09:40
04/08/2023,41.12267,16.85737,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,10:20,10:30
04/08/2023,41.10723,16.87529,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,11:00,11:05
04/08/2023,41.09688162,16.85423444,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,14:20,14:40
04/08/2023,41.12855,16.83635,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,11:50,12:10
04/08/2023,41.10374,16.83716,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,12:20,12:25
04/08/2023,41.09867,16.90684,no,Statale,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,16:30,16:40
04/08/2023,41.0998297,16.9028195,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,17:15,17:20
04/08/2023,41.13712,16.81533,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,17:45,17:55
04/08/2023,41.09416,16.85499,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,20:00,20:14
04/08/2023,41.09322,16.85654,si,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
04/08/2023,41.09807,16.95007,si,Strada Urbana,Rettilineo,Asciutto,Sterrata,Sereno,Scarso,no,si,20:40,20:05
04/08/2023,41.0935,16.88329,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,21:40,22:00
04/08/2023,41.15953,16.76239,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,22:40,22:45
05/08/2023,41.11853821,16.86570073,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,01:50,02:00
05/08/2023,41.11025266,16.89052858,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,11:30,11:40
05/08/2023,41.11887,16.84357,si,Strada Urbana,Sottopasso non illuminato,Asciutto,Asfaltata,Sereno,Normale,no,si,11:30,11:45
05/08/2023,41.09006,16.87138,no,Statale,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,11:45,11:55
05/08/2023,41.11397,16.84835,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,12:30,12:40
05/08/2023,41.11664,16.89231,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,17:15,17:30
05/08/2023,41.11076,16.87009,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,23:20,23:30
05/08/2023,41.12082,16.86006,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,23:55,23:59
06/08/2023,41.12127,16.86681,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,00:55,01:10
06/08/2023,41.13448,16.76935,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,10:00,10:20
06/08/2023,41.09406,16.94783,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,11:10,11:20
06/08/2023,41.09213,16.88349,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
06/08/2023,41.10683,16.87224,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,14:20,14:30
06/08/2023,41.12059,16.85613,si,Strada Urbana,Intersezione non regolata/non segnalata,Asciutto,Asfaltata,Sereno,Scarso,no,si,18:01,18:11
06/08/2023,41.11084,16.8972,si,Strada Urbana,Rettilineo,Asciutto,Con buche,Sereno,Scarso,no,si,19:10,19:20
06/08/2023,41.12608,16.85168,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,20:30,20:40
07/08/2023,41.107292,16.8625049,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,09:15,09:25
07/08/2023,41.09286628,16.86616839,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,11:00,11:15
07/08/2023,41.1349,16.76959,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,11:05,11:10
07/08/2023,41.10725,16.87402,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,13:00,13:20
07/08/2023,41.12347,16.85954,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,15:00,15:15
08/08/2023,41.11501,16.87317,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,00:20,00:40
08/08/2023,41.1132,16.86869,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:45,00:55
08/08/2023,41.12393,16.87255,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,07:55,08:00
08/08/2023,41.1059827,16.9005115,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,11:34,11:45
08/08/2023,41.12179,16.86557,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,15:10,15:30
08/08/2023,41.13296,16.82226,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,18:50,19:00
08/08/2023,41.10681,16.93547,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,19:10,19:20
09/08/2023,41.10452,16.86584,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,01:40,01:50
09/08/2023,41.11332,16.87923,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,08:25,08:35
