Data incidente,Latitudine,Longitudine,Centro abitato,Tipo di strada,Caratteristiche della strada,Stato fondo stradale,Tipo pavimentazione,Condizioni meteo,Condizioni traffico,Danni a cose,Incidente con lesioni,Inviata ore,Sul posto ore
02/03/2023,41.12932,16.86724,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,15:16,15:25
03/03/2023,41.11507,16.88741,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,10:40,10:45
03/03/2023,41.12206,16.85868,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,14:10,14:20
03/03/2023,41.1179,16.86123,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Nuvoloso,Normale,no,si,15:10,15:25
03/03/2023,41.0354,16.84758,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,si,no,16:10,16:30
03/03/2023,41.12769,16.83976,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,19:25,19:40
04/03/2023,41.1259466,16.8674423,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,00:45,01:00
04/03/2023,41.0927353,16.8702656,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,si,no,01:35,01:50
04/03/2023,41.12397,16.81391,si,Strada Urbana,Intersezione semaforizzata,Bagnato (pioggia),Asfaltata,Nuvoloso,Normale,no,si,08:00,08:15
04/03/2023,41.09886,16.86349,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,10:18,10:25
04/03/2023,41.16521,16.73795,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
04/03/2023,41.10067,16.87358,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Intenso,no,si,12:58,13:05
04/03/2023,41.10592,16.86514,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,14:10,14:20
04/03/2023,41.09388,16.88731,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,14:55,15:00
04/03/2023,41.11429,16.84844,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,16:05,16:15
04/03/2023,41.12002989,16.87263973,si,Strada Urbana,Intersezione semaforizzata,Bagnato (pioggia),Asfaltata,Nuvoloso,Normale,no,no,23:00,23:10
05/03/2023,41.15129,16.73486,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Nuvoloso,Scarso,no,si,09:00,09:20
05/03/2023,41.12059101,16.84834088,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,si,15:00,15:15
05/03/2023,41.12191866,16.87814377,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,18:00,18:20
05/03/2023,41.0894,16.88166,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,19:10,19:20
06/03/2023,41.11521,16.83815,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,08:40,09:00
06/03/2023,41.10759,16.88553,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,09:00,09:10
06/03/2023,41.09626,16.89977,no,Statale,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,si,no,10:30,10:40
06/03/2023,41.11245,16.87409,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,10:40,10:50
06/03/2023,41.12157,16.86131,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,12:00,12:15
06/03/2023,41.15198,16.77078,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,11:50,12:00
06/03/2023,41.10762,16.85706,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,20:20,20:30
06/03/2023,41.1305,16.87121,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,22:15,22:25
07/03/2023,41.13245,16.83141,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,09:05,09:15
07/03/2023,41.10279,16.87764,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,12:55,13:05
07/03/2023,41.10750113,16.85191787,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,13:25,13:45
07/03/2023,41.13425,16.81793,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,14:25,14:35
07/03/2023,41.11336,16.87225,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,19:00,19:10
07/03/2023,41.11414,16.8483,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,00:00,00:00
07/03/2023,41.08813,16.86932,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,18:50,19:00
07/03/2023,41.1210317,16.8511712,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,18:55,19:10
07/03/2023,41.10116714,16.86701036,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,21:10,21:20
08/03/2023,41.0703231,16.8711678,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:15,00:40
08/03/2023,41.1233311,16.8732105,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Scarso,si,no,03:50,04:10
08/03/2023,41.12013917,16.85888029,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,10:00,10:15
08/03/2023,41.11566,16.8723,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
08/03/2023,41.12416,16.82529,no,Comunale extraurbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,17:05,17:15
08/03/2023,41.10889,16.86117,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
09/03/2023,41.1006,16.87146,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,06:20,06:30
09/03/2023,41.11967,16.86574,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,07:45,07:50
09/03/2023,41.10237,16.8794,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,08:18,08:35
09/03/2023,41.10685,16.89807,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,08:30,08:36
09/03/2023,41.09717,16.84296,si,Provinciale entro l'abitato,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,09:00,09:10
09/03/2023,41.14845,16.7637,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,14:50,15:05
09/03/2023,41.10644833,16.87365031,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:40,18:00
09/03/2023,41.11717,16.83959,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,18:20,18:30
09/03/2023,41.10711,16.87164,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Intenso,no,si,18:55,19:00
09/03/2023,41.1036281,16.853825,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,19:05,19:20
09/03/2023,41.1169178,16.8703834,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,21:40,21:50
10/03/2023,41.10667629,16.88570958,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,07:25,07:40
10/03/2023,41.1112,16.82813,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,10:40,10:50
10/03/2023,41.10758,16.8611,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,10:40,10:55
10/03/2023,41.14871,16.7732,si,Statale entro l'abitato,Intersezione non regolata/non segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,11:05,11:10
10/03/2023,41.14659,16.76406,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,12:25,12:40
10/03/2023,41.10709,16.85999,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,13:30,13:40
10/03/2023,41.1176,16.81576,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,14:00,14:15
10/03/2023,41.11696,16.86864,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,15:00,15:15
10/03/2023,41.12521,16.86697,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,15:20,15:25
10/03/2023,41.11717,16.83959,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,15:20,15:30
10/03/2023,41.09027,16.89341,no,Statale,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Intenso,no,si,15:50,15:55
10/03/2023,41.16209,16.75096,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,18:08,18:20
10/03/2023,41.101,16.86761,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,19:00,19:15
10/03/2023,41.07756086,16.8617561,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:15,00:30
11/03/2023,41.13772,16.83929,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,12:12,12:22
11/03/2023,41.11862,16.88016,si,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,13:20,13:30
11/03/2023,41.1147576,16.8640602,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,14:15,14:25
11/03/2023,41.12502,16.85491,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Nuvoloso,Scarso,no,si,15:30,15:40
11/03/2023,41.13815,16.84666,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,si,no,16:25,16:40
11/03/2023,41.12076,16.88441,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,20:40,20:50
11/03/2023,41.12875,16.86466,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,22:40,22:45
12/03/2023,41.130926,16.8378087,si,Strada Urbana,Intersezione stradale segnalata,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,10:20,10:35
12/03/2023,41.0936343,16.8860681,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,10:30,10:40
12/03/2023,41.12216,16.86113,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,15:15,15:20
12/03/2023,41.06817,16.88429,si,Provinciale entro l'abitato,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,17:35,17:45
12/03/2023,41.08522,16.99889,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,20:55,21:15
12/03/2023,41.11462,16.864,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,21:20,21:30
13/03/2023,41.11249,16.87705,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,01:10,01:17
13/03/2023,41.1351067,16.8233402,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:30,00:40
13/03/2023,41.09038,16.86595,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,si,no,01:45,01:55
13/03/2023,41.12328,16.82296,si,Strada Urbana,Curva senza visuale libera,Asciutto,Asfaltata,Sereno,Scarso,no,no,06:15,06:25
13/03/2023,41.0870842,16.86531702,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,si,08:44,08:50
13/03/2023,41.08707,16.86537,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,08:15,08:25
13/03/2023,41.12137,16.79701,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,09:30,09:40
13/03/2023,41.11982,16.86859,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,08:59,09:10
13/03/2023,41.10729,16.91343,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,09:45,10:00
13/03/2023,41.10048,16.86484,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,12:40,12:50
13/03/2023,41.12011056,16.87407865,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,16:20,16:30
13/03/2023,41.1143972,16.8889577,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,16:45,16:50
13/03/2023,41.14691,16.7559,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,18:30,18:40
13/03/2023,41.11611,16.87697,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,19:40,19:50
13/03/2023,41.12588,16.86629,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,si,20:00,20:07
14/03/2023,41.1519836,16.7707799,si,Statale entro l'abitato,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,08:05,08:10
14/03/2023,41.10738,16.8856,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,00:00,00:00
14/03/2023,41.08731,16.99911,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,12:30,12:40
14/03/2023,41.11154,16.87641,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,13:20,13:30
14/03/2023,41.13309,16.78978,no,Comunale extraurbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Scarso,no,no,15:15,15:20
14/03/2023,41.0962608,16.8997653,si,Statale entro l'abitato,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Intenso,si,si,15:45,15:55
14/03/2023,41.10989,16.86786,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Intenso,si,si,18:15,18:35
14/03/2023,41.12946539,16.83365947,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Nuvoloso,Intenso,no,si,19:35,19:45
15/03/2023,41.12404,16.87583,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,08:15,08:25
15/03/2023,41.1628,16.74844,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,11:20,11:25
15/03/2023,41.1191,16.86579,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,12:00,12:15
15/03/2023,41.10749666,16.84114251,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,13:20,13:40
15/03/2023,41.1208175,16.8600582,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,15:00,15:10
15/03/2023,41.12162,16.87297,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,15:50,16:00
15/03/2023,41.10431,16.8773,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,00:00,00:00
15/03/2023,41.0731289,16.8658942,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Vento forte,Scarso,no,no,19:45,20:00
15/03/2023,41.11696,16.86864,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Vento forte,Normale,no,no,21:00,21:15
16/03/2023,42.37048,14.38175,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,09:20,09:30
16/03/2023,41.09246405,16.89486472,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,10:05,10:45
16/03/2023,41.11829,16.87326,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,10:05,10:15
16/03/2023,41.09671,16.86763,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Vento forte,Normale,si,si,12:25,12:35
16/03/2023,41.10872924,16.85995391,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Vento forte,Normale,no,si,14:00,14:20
16/03/2023,41.10633,16.86811,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,14:20,14:35
16/03/2023,41.08608,16.8858,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,15:15,15:30
16/03/2023,41.12849,16.86262,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
16/03/2023,41.12013,16.87418,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,21:00,21:03
16/03/2023,41.09541,16.95567,si,Provinciale entro l'abitato,Curva a visuale libera,Asciutto,Asfaltata,Vento forte,Scarso,no,si,21:50,22:05
17/03/2023,41.10052,16.87144,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,00:50,01:00
17/03/2023,41.10649,16.89915,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,12:05,12:10
17/03/2023,41.12471,16.86942,si,Strada Urbana,Incrocio,Asciutto,In conglomerato cementizio,Sereno,Scarso,no,si,14:55,15:20
17/03/2023,41.12162,16.87894,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,16:00,16:10
17/03/2023,41.09231,16.80749,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,17:00,17:15
17/03/2023,41.09885,16.90932,si,Strada Urbana,Curva senza visuale libera,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,16:30,16:40
17/03/2023,41.12903,16.84984,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,17:55,18:05
17/03/2023,41.1059,16.88135,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Nuvoloso,Intenso,no,no,18:00,18:10
18/03/2023,41.1166498,16.8800676,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:00,00:00
18/03/2023,41.11325,16.81856,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,06:10,06:20
18/03/2023,41.12609,16.79984,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nebbia,Scarso,no,si,07:02,07:10
18/03/2023,41.11861,16.86815,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,07:30,07:40
18/03/2023,41.10994,16.89029,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,11:10,11:20
18/03/2023,41.10882,16.85609,si,Strada Urbana,Strettoia,Asciutto,Asfaltata,Sereno,Normale,no,no,11:00,11:15
18/03/2023,41.1602,16.77457,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,11:30,11:35
18/03/2023,41.09926,16.87127,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,14:10,14:20
18/03/2023,41.09969,16.88565,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,14:40,15:05
18/03/2023,41.08451,16.86428,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,si,16:40,16:50
18/03/2023,41.09626,16.89977,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,si,si,20:30,20:50
18/03/2023,41.15198,16.77078,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,23:00,23:15
19/03/2023,41.12596,16.86644,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,02:40,02:50
19/03/2023,41.10725,16.86655,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,11:35,11:45
20/03/2023,41.11471,16.87311,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,08:50,09:00
20/03/2023,41.11299893,16.86877818,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,14:45,14:50
20/03/2023,41.12549,16.87236,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,17:15,17:25
20/03/2023,41.12047,16.88526,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,17:50,18:10
20/03/2023,41.10787,16.88138,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,19:05,19:15
20/03/2023,41.16195,16.75179,si,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,si,no,21:45,22:10
20/03/2023,41.12997,16.83185,si,Strada Urbana,Intersezione stradale segnalata,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,23:10,23:20
20/03/2023,41.11112,16.87015,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,23:10,23:25
21/03/2023,41.08738,16.98713,no,Statale,Curva a visuale libera,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,si,si,06:00,06:23
21/03/2023,41.12162,16.87894,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,09:35,09:45
21/03/2023,41.15319,16.78618,si,Strada Urbana,Curva a visuale libera,Viscido da liquidi oleosi,Asfaltata,Pioggia in atto,Scarso,si,no,00:00,00:00
21/03/2023,41.15996,16.77211,si,Strada Urbana,Incrocio,Viscido da liquidi oleosi,Asfaltata,Pioggia in atto,Scarso,no,si,00:00,00:00
21/03/2023,41.06723515,16.86276017,si,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,13:45,14:05
21/03/2023,41.0974519,16.8542591,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,17:50,18:00
21/03/2023,41.09452,16.87213,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,si,18:25,18:40
22/03/2023,41.09454512,16.89183503,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,si,no,06:40,06:50
22/03/2023,41.1123828,16.8762459,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,07:20,07:35
22/03/2023,41.11029,16.89058,si,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,no,08:15,08:35
22/03/2023,41.13093,16.83781,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,09:00,09:05
22/03/2023,41.10668,16.88358,si,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Intenso,no,no,00:00,00:00
22/03/2023,41.07368,16.86099,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,09:10,09:15
22/03/2023,41.11625,16.87184,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,10:50,11:00
22/03/2023,41.1216407,16.8737296,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,12:00,12:05
22/03/2023,41.10728,16.85899,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,14:15,14:30
22/03/2023,41.12027,16.88473,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,13:30,13:40
22/03/2023,41.0945033,16.8546086,si,Strada Urbana,Cavalcavia,Asciutto,Asfaltata,Sereno,Normale,no,no,16:00,16:15
22/03/2023,41.12633,16.85161,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,15:15,15:30
22/03/2023,41.12084,16.87257,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
22/03/2023,41.130926,16.8378087,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,18:15,18:30
22/03/2023,41.12673,16.86278,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
22/03/2023,41.0994646,16.8831281,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,21:30,21:40
23/03/2023,41.06808,16.88426,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:25,00:35
23/03/2023,41.09824,16.93684,no,Statale,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,08:23,08:33
23/03/2023,41.12146,16.87206,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,11:37,11:50
23/03/2023,41.14515,16.7786,no,Comunale extraurbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,no,09:45,10:00
23/03/2023,41.1045495,16.8630354,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,10:00,10:20
23/03/2023,41.06967,16.85639,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,11:00,11:20
23/03/2023,41.12148,16.87006,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,00:00,00:00
23/03/2023,41.08720826,16.88498337,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,16:00,16:15
23/03/2023,41.12319,16.79927,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,17:05,17:30
23/03/2023,41.13090265,16.83790231,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,20:25,20:40
23/03/2023,41.06625101,16.86607433,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,21:45,22:00
24/03/2023,41.1371,16.84185,si,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,00:30,00:40
24/03/2023,41.12077,16.88441,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,no,00:00,00:00
24/03/2023,41.09191,16.85036,si,Statale entro l'abitato,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,12:15,12:30
24/03/2023,41.09529,16.89097,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,12:40,12:55
24/03/2023,41.12631,16.85845,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,15:15,15:30
24/03/2023,41.12376,16.81391,si,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,17:00,17:15
24/03/2023,41.08889,16.84503,no,Comunale extraurbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,19:30,19:40
24/03/2023,41.12591,16.87242,si,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,23:00,23:15
